ID,性别,年龄,注册时间,文化程度,毕业院校,学习形式,征信记录,借款用途,还款来源,工作信息,收入情况,网络借贷平台待还余额,成功借款次数,成功还款次数,正常还清次数,逾期（0-15天）还清次数,逾期（15天以上）还清次数,资金运用情况,其他事项,累计借款金额,待还金额,单笔最高借款金额,历史最高负债
127963423,男,29,2017/08/11,专科(高职),福建生物工程职业技术学院,普通,暂未提供,装修,经营收入,暂未提供,8000-15000（含8000）,暂未提供,6,36,30,5,0,装修,暂无,21070.00,6198.92,9500.00,11326.19
127963424,女,23,2018/07/03,无,无,无,暂未提供,旅游,薪资收入,暂未提供,2000-5000（含2000）,暂未提供,1,2,1,1,0,旅游,暂无,1400.00,508.65,1400.00,1525.95
127963426,男,27,2017/01/23,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,16,55,55,0,0,日常消费,暂无,17355.00,0.00,1708.00,6599.45
127963427,男,33,2017/04/10,无,无,无,暂未提供,装修,薪资收入,暂未提供,8000-15000（含8000）,"4,819.00",3,24,24,0,0,装修,暂无,8270.00,0.00,5600.00,6586.56
127963428,男,20,2018/08/29,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,0,0,0,0,0,日常消费,暂无,0.00,0.00,0.00,0.00
127963429,女,27,2018/03/20,无,无,无,暂未提供,日常消费,经营收入,暂未提供,5000-8000（含5000）,暂未提供,1,5,5,0,0,日常消费,暂无,3000.00,2195.83,3000.00,4079.28
127963430,女,32,2016/04/04,专科,中央广播电视大学,成人,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,"22,497.00",11,49,45,4,0,日常消费,暂无,34660.00,16776.89,9000.00,17744.70
127963431,男,40,2016/04/09,无,无,无,暂未提供,旅游,薪资收入,暂未提供,5000-8000（含5000）,"13,200.00",3,31,28,2,0,旅游,暂无,6527.00,0.00,3237.00,4855.32
127963432,男,21,2015/11/25,无,无,无,暂未提供,日常消费,经营收入,私营业主,5000-8000（含5000）,暂未提供,6,14,11,3,0,日常消费,暂无,11812.00,0.00,6000.00,8095.92
127963433,男,34,2016/07/31,本科,云南民族大学,普通,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,"49,185.00",4,22,16,6,0,日常消费,暂无,16060.00,4257.18,7000.00,8377.05
127963434,男,32,2016/08/08,无,无,无,暂未提供,装修,经营收入,暂未提供,2000-5000（含2000）,"1,000.00",7,43,38,5,0,装修,暂无,12204.00,1120.24,4900.00,5655.36
127963436,女,20,2018/09/11,无,无,无,暂未提供,旅游,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,0,0,0,0,0,旅游,暂无,0.00,0.00,0.00,0.00
127963437,女,26,2017/05/08,无,无,无,暂未提供,旅游,个人存款,暂未提供,2000-5000（含2000）,暂未提供,1,2,2,0,0,旅游,暂无,4000.00,4518.40,4000.00,5422.08
127963438,女,38,2016/06/20,无,无,无,暂未提供,日常消费,投资收入,私营业主,2000-5000（含2000）,暂未提供,2,16,5,7,3,日常消费,暂无,6200.00,0.00,3200.00,3826.12
127963440,男,29,2017/01/19,无,无,无,暂未提供,日常消费,个人存款,私营业主,2000-5000（含2000）,"1,200.00",5,23,18,5,0,日常消费,暂无,5466.00,1370.44,1500.00,2590.75
127963441,男,20,2017/03/05,无,无,无,暂未提供,装修,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,3,7,6,0,1,装修,暂无,2300.00,0.00,1400.00,1981.19
127963442,男,36,2017/12/23,无,无,无,暂未提供,日常消费,经营收入,私营业主,5000-8000（含5000）,暂未提供,2,9,9,0,0,日常消费,暂无,4215.00,2518.75,3000.00,4079.04
127963443,男,20,2018/05/23,无,无,无,暂未提供,日常消费,薪资收入,私营业主,5000-8000（含5000）,"3,358.00",1,3,3,0,0,日常消费,暂无,2000.00,0.00,2000.00,2179.98
127963444,男,24,2016/09/15,无,无,无,暂未提供,日常消费,经营收入,私营业主,5000-8000（含5000）,"3,986.00",15,62,60,2,0,日常消费,暂无,46407.00,5499.18,10000.00,15135.07
127963451,女,34,2017/09/13,无,无,无,暂未提供,日常消费,薪资收入,私营业主,5000-8000（含5000）,暂未提供,3,15,8,7,0,日常消费,暂无,8400.00,0.00,3191.00,6025.53
127963452,男,23,2017/03/11,无,无,无,暂未提供,医疗,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,1,3,1,2,0,医疗,暂无,1000.00,0.00,1000.00,1164.21
127963454,男,40,2017/06/13,无,无,无,暂未提供,旅游,投资收入,暂未提供,5000-8000（含5000）,"1,000.00",0,0,0,0,0,旅游,暂无,0.00,0.00,0.00,0.00
127963455,女,27,2016/03/29,无,无,无,暂未提供,日常消费,经营收入,私营业主,15000及以上,暂未提供,25,187,174,12,0,日常消费,暂无,78445.00,1566.66,41473.00,54735.23
127963457,男,28,2017/05/10,无,无,无,有逾期,信用卡,日常消费,薪资收入,暂未提供,5000-8000（含5000）,0,0,0,0,0,日常消费,暂无,0.00,0.00,0.00,0.00
127963458,男,24,2017/09/17,无,无,无,暂未提供,日常消费,薪资收入,私营业主,5000-8000（含5000）,暂未提供,2,7,5,2,0,日常消费,暂无,2000.00,0.00,1500.00,1712.76
127963460,男,23,2016/11/21,无,无,无,暂未提供,医疗,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,5,22,22,0,0,医疗,暂无,7252.00,2654.77,3500.00,4256.64
127963461,男,31,2016/12/29,专科,重庆工程职业技术学院,普通,暂未提供,日常消费,薪资收入,暂未提供,8000-15000（含8000）,"27,500.00",1,2,2,0,0,日常消费,暂无,4700.00,3697.20,4700.00,5545.80
127963462,男,41,2015/06/27,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,8000-15000（含8000）,577.00,16,174,144,30,0,日常消费,暂无,39048.00,0.00,10000.00,13789.04
127963463,男,25,2017/11/13,无,无,无,暂未提供,装修,经营收入,暂未提供,2000-5000（含2000）,暂未提供,2,12,8,4,0,装修,暂无,3718.00,0.00,2500.00,3137.40
127963464,男,29,2016/06/26,无,无,无,暂未提供,旅游,投资收入,暂未提供,15000及以上,"11,165.00",7,52,52,0,0,旅游,暂无,39532.00,6210.02,11712.00,17487.19
127963465,男,35,2016/08/01,无,无,无,无逾期,日常消费,个人存款,私营业主,8000-15000（含8000）,暂未提供,6,60,51,9,0,日常消费,暂无,16287.00,0.00,4000.00,9456.41
127963466,女,23,2016/04/19,专科(高职),宁波职业技术学院,普通,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,"145,806.00",24,162,147,9,0,日常消费,暂无,89249.00,17832.91,20000.00,25220.33
127963467,男,30,2017/06/22,无,无,无,暂未提供,日常消费,经营收入,私营业主,8000-15000（含8000）,暂未提供,1,6,5,1,0,日常消费,暂无,2000.00,0.00,2000.00,2404.62
127963469,男,36,2017/04/25,无,无,无,暂未提供,医疗,投资收入,暂未提供,8000-15000（含8000）,"4,381.00",5,27,24,3,0,医疗,暂无,19109.00,3174.66,5773.00,8600.74
127963472,男,25,2016/04/17,专科,国家开放大学,开放教育,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,暂未提供,14,82,42,38,1,日常消费,暂无,27367.00,0.00,4500.00,9587.32
127963473,男,32,2016/12/20,无,无,无,暂未提供,生产经营,薪资收入,私营业主,8000-15000（含8000）,98.00,0,0,0,0,0,生产经营,暂无,0.00,0.00,0.00,0.00
127963474,男,20,2017/08/15,无,无,无,暂未提供,日常消费,个人存款,暂未提供,5000-8000（含5000）,暂未提供,3,26,23,3,0,日常消费,暂无,5736.00,189.58,3000.00,4699.69
127963475,男,26,2017/07/11,专科,四川核工业职工大学,成人,暂未提供,装修,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,2,10,7,2,0,装修,暂无,16200.00,0.00,8100.00,9157.09
127963476,男,23,2017/03/21,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,2,12,8,4,0,日常消费,暂无,4493.00,0.00,2693.00,3558.33
127963478,男,30,2015/07/16,无,无,无,暂未提供,装修,经营收入,暂未提供,8000-15000（含8000）,暂未提供,4,14,13,1,0,装修,暂无,4231.00,991.60,1531.00,2207.38
127963481,男,33,2013/12/20,无,无,无,暂未提供,医疗,薪资收入,暂未提供,8000-15000（含8000）,暂未提供,1,3,3,0,0,医疗,暂无,8100.00,8048.43,8100.00,11015.82
127963482,男,51,2016/04/09,无,无,无,暂未提供,日常消费,经营收入,私营业主,15000及以上,暂未提供,4,14,13,1,0,日常消费,暂无,8800.00,0.00,3300.00,4199.46
127963484,男,31,2016/06/22,无,无,无,暂未提供,旅游,经营收入,私营业主,5000-8000（含5000）,暂未提供,1,3,0,2,1,旅游,暂无,5200.00,0.00,5200.00,5865.58
127963485,男,19,2018/04/09,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,"1,608.00",1,5,4,1,0,日常消费,暂无,1000.00,731.85,1000.00,1359.60
127963487,女,35,2017/03/15,无,无,无,暂未提供,装修,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,3,6,5,1,0,装修,暂无,2400.00,0.00,2400.00,2671.18
127963492,女,29,2016/11/22,无,无,无,暂未提供,日常消费,经营收入,私营业主,8000-15000（含8000）,暂未提供,4,24,10,12,2,日常消费,暂无,6679.00,0.00,2054.00,3581.00
127963494,女,26,2016/06/21,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,暂未提供,2,12,1,9,2,日常消费,暂无,2887.00,0.00,2100.00,2612.85
127963496,男,29,2016/09/05,无,无,无,暂未提供,装修,薪资收入,私营业主,2000-5000（含2000）,暂未提供,7,47,37,9,0,装修,暂无,17435.00,0.00,5500.00,8088.92
127963497,男,22,2017/02/22,无,无,无,暂未提供,旅游,经营收入,暂未提供,2000-5000（含2000）,暂未提供,2,18,0,18,0,旅游,暂无,2238.00,0.00,1238.00,2462.68
127963498,男,26,2016/10/14,无,无,无,暂未提供,日常消费,经营收入,暂未提供,2000-5000（含2000）,暂未提供,1,6,5,1,0,日常消费,暂无,1050.00,0.00,1050.00,1193.10
127963501,男,27,2015/07/24,本科,湖南农业大学,自考,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,8,79,50,26,0,日常消费,暂无,26529.00,0.00,6000.00,16098.11
127963502,女,37,2017/07/01,无,无,无,暂未提供,生产经营,经营收入,私营业主,15000及以上,"236,012.00",9,43,43,0,0,生产经营,暂无,37100.00,5945.92,9600.00,10797.51
127963503,男,25,2017/06/09,专科,张家界航空工业职业技术学院,普通,暂未提供,装修,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,3,26,16,9,0,装修,暂无,23568.00,6241.60,11400.00,12985.09
127963505,男,36,2016/08/02,无,无,无,暂未提供,日常消费,薪资收入,私营业主,2000-5000（含2000）,暂未提供,1,4,3,1,0,日常消费,暂无,2000.00,1706.08,2000.00,2719.94
127963509,女,28,2016/08/26,无,无,无,暂未提供,日常消费,薪资收入,私营业主,5000-8000（含5000）,"9,744.00",9,69,61,8,0,日常消费,暂无,25059.00,3971.22,5000.00,12800.65
127963511,女,32,2017/12/20,无,无,无,暂未提供,日常消费,经营收入,私营业主,2000-5000（含2000）,暂未提供,1,9,5,3,0,日常消费,暂无,1500.00,639.80,1500.00,2039.40
127963512,男,36,2018/06/29,本科,兰州大学,*,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,"1,833.00",1,3,3,0,0,日常消费,暂无,2200.00,2243.79,2200.00,2991.72
127963515,女,29,2016/06/06,无,无,无,暂未提供,日常消费,薪资收入,私营业主,2000-5000（含2000）,暂未提供,0,0,0,0,0,日常消费,暂无,0.00,0.00,0.00,0.00
127963521,男,30,2017/09/26,专科,贵州警官职业学院,成人,暂未提供,日常消费,经营收入,私营业主,5000-8000（含5000）,暂未提供,1,6,0,5,1,日常消费,暂无,8000.00,0.00,8000.00,9131.94
127963523,男,35,2017/02/25,无,无,无,暂未提供,日常消费,薪资收入,私营业主,15000及以上,"44,342.00",7,37,37,0,0,日常消费,暂无,14595.00,4872.64,7500.00,8892.70
127963525,男,24,2016/03/23,无,无,无,暂未提供,医疗,个人存款,暂未提供,8000-15000（含8000）,暂未提供,1,12,2,10,0,医疗,暂无,8500.00,0.00,8500.00,10019.79
127963526,女,28,2016/09/27,无,无,无,暂未提供,医疗,经营收入,私营业主,15000及以上,"5,126.00",11,29,29,0,0,医疗,暂无,4870.00,1116.16,2112.00,2896.32
127963527,男,22,2017/05/20,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,暂未提供,4,20,20,0,0,日常消费,暂无,2600.00,0.00,700.00,745.56
127963529,男,33,2016/02/01,本科,贵州师范大学,普通,暂未提供,日常消费,薪资收入,私营业主,8000-15000（含8000）,暂未提供,2,9,9,0,0,日常消费,暂无,3400.00,1111.92,2000.00,2284.62
127963531,女,29,2017/12/09,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,暂未提供,6,25,25,0,0,日常消费,暂无,7656.00,2134.66,4000.00,5438.68
127963534,女,30,2016/03/16,无,无,无,暂未提供,医疗,薪资收入,暂未提供,2000-5000（含2000）,暂未提供,3,11,9,2,0,医疗,暂无,3630.00,0.00,2800.00,2771.15
127963536,男,25,2015/04/15,无,无,无,暂未提供,旅游,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,2,11,9,2,0,旅游,暂无,7475.00,1572.28,4500.00,5443.40
127963538,男,42,2017/08/04,无,无,无,暂未提供,日常消费,经营收入,私营业主,5000-8000（含5000）,"6,285.00",1,12,10,2,0,日常消费,暂无,2500.00,0.00,2500.00,3399.08
127963539,男,24,2015/07/13,无,无,无,暂未提供,旅游,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,5,48,46,2,0,旅游,暂无,15190.00,0.00,5065.00,9055.35
127963540,男,23,2017/06/08,无,无,无,暂未提供,日常消费,个人存款,暂未提供,5000-8000（含5000）,暂未提供,2,9,6,3,0,日常消费,暂无,4600.00,2144.46,2700.00,3428.64
127963542,男,29,2016/11/21,无,无,无,暂未提供,旅游,个人存款,暂未提供,8000-15000（含8000）,暂未提供,4,17,17,0,0,旅游,暂无,6038.00,1087.71,1800.00,2389.35
127963543,女,23,2017/07/20,无,无,无,暂未提供,日常消费,经营收入,暂未提供,2000-5000（含2000）,暂未提供,2,12,11,1,0,日常消费,暂无,3589.00,0.00,1989.00,3112.47
127963547,男,45,2016/12/07,无,无,无,暂未提供,日常消费,经营收入,私营业主,8000-15000（含8000）,"7,500.00",13,63,63,0,0,日常消费,暂无,29609.00,4559.91,4900.00,9710.86
127963549,男,26,2017/08/02,本科,太原工业学院,普通,暂未提供,日常消费,薪资收入,私营业主,5000-8000（含5000）,"8,745.00",2,22,6,15,0,日常消费,暂无,15205.00,0.00,13200.00,14851.80
127963550,女,42,2016/11/19,无,无,无,暂未提供,旅游,经营收入,私营业主,5000-8000（含5000）,"1,563.00",5,22,17,5,0,旅游,暂无,5058.00,2105.87,2080.00,3098.25
127963551,女,43,2016/03/28,无,无,无,暂未提供,旅游,经营收入,私营业主,5000-8000（含5000）,"21,127.00",4,25,11,12,0,旅游,暂无,10635.00,3245.08,3800.00,5368.58
127963553,女,27,2016/10/22,专科,郑州旅游职业学院,普通,暂未提供,装修,个人存款,暂未提供,2000-5000（含2000）,"52,127.00",15,116,113,3,0,装修,暂无,50035.00,9278.88,5357.00,18578.06
127963554,男,21,2017/04/01,无,无,无,暂未提供,医疗,薪资收入,暂未提供,2000-5000（含2000）,暂未提供,1,3,3,0,0,医疗,暂无,500.00,0.00,500.00,603.33
127963558,男,27,2016/04/22,无,无,无,暂未提供,旅游,薪资收入,暂未提供,8000-15000（含8000）,暂未提供,1,2,2,0,0,旅游,暂无,2000.00,726.65,2000.00,2179.95
127963559,男,26,2015/02/12,专科,娄底职业技术学院,普通,暂未提供,日常消费,经营收入,私营业主,15000及以上,"11,487.00",15,86,54,31,0,日常消费,暂无,43965.00,6357.08,7000.00,10508.64
127963560,女,29,2016/10/20,无,无,无,暂未提供,医疗,投资收入,私营业主,5000-8000（含5000）,暂未提供,1,3,3,0,0,医疗,暂无,4500.00,0.00,4500.00,5160.18
127963562,女,36,2017/03/28,无,无,无,暂未提供,日常消费,薪资收入,私营业主,5000-8000（含5000）,暂未提供,6,22,19,2,1,日常消费,暂无,8010.00,0.00,2000.00,4967.83
127963565,女,28,2017/11/05,无,无,无,暂未提供,旅游,薪资收入,暂未提供,2000-5000（含2000）,"2,500.00",0,0,0,0,0,旅游,暂无,0.00,0.00,0.00,0.00
127963566,男,25,2016/11/13,无,无,无,暂未提供,日常消费,经营收入,暂未提供,8000-15000（含8000）,暂未提供,9,62,52,10,0,日常消费,暂无,16645.00,0.00,7500.00,10169.59
127963569,男,48,2017/09/12,无,无,无,暂未提供,日常消费,薪资收入,私营业主,5000-8000（含5000）,暂未提供,3,3,3,0,0,日常消费,暂无,2000.00,0.00,2000.00,2346.78
127963570,女,27,2018/01/27,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,1,2,2,0,0,日常消费,暂无,3000.00,2359.92,3000.00,3539.88
127963572,男,24,2018/07/12,无,无,无,暂未提供,生产经营,经营收入,暂未提供,5000-8000（含5000）,"2,000.00",0,0,0,0,0,生产经营,暂无,0.00,0.00,0.00,0.00
127963573,女,36,2016/09/28,无,无,无,暂未提供,旅游,经营收入,暂未提供,8000-15000（含8000）,"30,700.00",7,37,37,0,0,旅游,暂无,32704.00,5108.95,8000.00,11510.92
127963574,男,43,2016/09/20,无,无,无,暂未提供,装修,薪资收入,私营业主,8000-15000（含8000）,"9,230.00",5,25,24,1,0,装修,暂无,8479.00,1071.98,4293.00,5497.62
127963576,男,26,2017/11/11,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,700.00,1,1,0,1,0,日常消费,暂无,2000.00,0.00,2000.00,2329.91
127963579,男,40,2017/12/05,无,无,无,暂未提供,日常消费,经营收入,私营业主,8000-15000（含8000）,暂未提供,2,10,7,3,0,日常消费,暂无,6591.00,3640.94,4000.00,6602.69
127963581,男,27,2017/05/26,无,无,无,暂未提供,兼职创业,经营收入,暂未提供,8000-15000（含8000）,暂未提供,2,15,5,10,0,兼职创业,暂无,3858.00,0.00,2358.00,3870.07
127963582,男,30,2017/01/19,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,暂未提供,1,3,3,0,0,日常消费,暂无,3000.00,0.00,3000.00,3635.22
127963603,男,41,2016/04/06,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,"2,400.00",2,21,7,11,0,日常消费,暂无,5545.00,982.22,4500.00,5064.96
127963604,女,25,2017/02/08,专科,青岛恒星职业技术学院,普通,有逾期,信用卡，其他贷款,日常消费,薪资收入,暂未提供,2000-5000（含2000）,15,88,80,7,0,日常消费,暂无,42067.00,8975.13,6000.00,19382.92
127963605,女,20,2018/09/11,无,无,无,暂未提供,医疗,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,0,0,0,0,0,医疗,暂无,0.00,0.00,0.00,0.00
127963606,女,40,2015/12/02,无,无,无,暂未提供,日常消费,经营收入,暂未提供,15000及以上,暂未提供,7,28,20,8,0,日常消费,暂无,12209.00,1982.05,3500.00,5055.55
127963607,女,31,2017/02/14,无,无,无,暂未提供,日常消费,投资收入,私营业主,5000-8000（含5000）,暂未提供,10,61,61,0,0,日常消费,暂无,36429.00,6216.30,10000.00,13118.46
127963608,男,36,2016/09/22,无,无,无,暂未提供,旅游,经营收入,私营业主,5000-8000（含5000）,暂未提供,3,12,12,0,0,旅游,暂无,9178.00,1015.02,4000.00,4700.16
127963609,男,35,2016/10/28,无,无,无,暂未提供,日常消费,个人存款,私营业主,5000-8000（含5000）,暂未提供,1,1,0,1,0,日常消费,暂无,1500.00,0.00,1500.00,1703.43
127963611,男,24,2017/10/26,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,2,10,8,2,0,日常消费,暂无,3184.00,2085.54,1684.00,3327.59
127963612,男,44,2016/07/13,无,无,无,暂未提供,旅游,经营收入,私营业主,5000-8000（含5000）,暂未提供,7,42,26,16,0,旅游,暂无,21159.00,0.00,6803.00,10842.27
127963614,男,30,2015/10/12,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,暂未提供,0,0,0,0,0,日常消费,暂无,0.00,0.00,0.00,0.00
127963615,男,23,2018/05/17,无,无,无,暂未提供,兼职创业,投资收入,私营业主,15000及以上,"1,000.00",1,3,3,0,0,兼职创业,暂无,5000.00,2949.84,5000.00,5899.68
127963617,男,28,2017/03/15,无,无,无,暂未提供,日常消费,经营收入,私营业主,15000及以上,暂未提供,10,23,15,8,0,日常消费,暂无,17427.00,0.00,3700.00,6520.76
127963618,女,24,2018/03/11,专科,广西医科大学,成人,暂未提供,日常消费,薪资收入,暂未提供,8000-15000（含8000）,"76,683.00",1,3,3,0,0,日常消费,暂无,6500.00,3834.99,6500.00,7669.98
127963619,男,29,2016/11/21,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,1,6,6,0,0,日常消费,暂无,4900.00,0.00,4900.00,5499.36
127963620,男,40,2015/01/10,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,8000-15000（含8000）,"157,839.00",23,129,129,0,0,日常消费,暂无,59752.00,0.00,9000.00,17170.81
127963622,男,28,2017/10/08,无,无,无,暂未提供,装修,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,0,0,0,0,0,装修,暂无,0.00,0.00,0.00,0.00
127963623,男,23,2018/04/23,无,无,无,暂未提供,医疗,个人存款,暂未提供,5000-8000（含5000）,暂未提供,1,3,3,0,0,医疗,暂无,1000.00,0.00,1000.00,1179.84
127963627,女,27,2017/03/25,专科,中国医科大学,网络教育,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,2,7,7,0,0,日常消费,暂无,6900.00,2565.85,3900.00,4872.03
127963631,男,22,2018/06/26,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000以下,"2,670.00",2,1,1,0,0,日常消费,暂无,4000.00,0.00,4000.00,0.00
127963635,女,28,2016/09/30,无,无,无,暂未提供,装修,经营收入,暂未提供,2000-5000（含2000）,暂未提供,3,30,24,6,0,装修,暂无,14976.00,0.00,7259.00,13164.00
127963636,女,27,2018/05/08,无,无,无,有逾期,信用卡,兼职创业,薪资收入,暂未提供,5000-8000（含5000）,1,2,2,0,0,兼职创业,暂无,5000.00,5034.40,5000.00,6041.28
127963638,女,24,2017/11/03,无,无,无,暂未提供,日常消费,经营收入,暂未提供,5000-8000（含5000）,暂未提供,0,0,0,0,0,日常消费,暂无,0.00,0.00,0.00,0.00
127963641,男,21,2017/07/09,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,742.00,1,2,2,0,0,日常消费,暂无,1000.00,0.00,1000.00,1236.00
127963642,男,30,2017/03/21,无,无,无,暂未提供,日常消费,经营收入,暂未提供,5000-8000（含5000）,暂未提供,4,46,26,16,0,日常消费,暂无,9989.00,0.00,3000.00,9187.43
127963644,男,22,2017/11/03,无,无,无,暂未提供,日常消费,薪资收入,私营业主,5000-8000（含5000）,暂未提供,5,28,27,1,0,日常消费,暂无,8238.00,2358.57,3500.00,4418.99
127963645,男,30,2017/01/19,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,3,14,14,0,0,日常消费,暂无,2500.00,1459.09,1500.00,2127.87
127963646,男,26,2015/12/05,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,1,3,3,0,0,日常消费,暂无,1400.00,825.93,1400.00,1651.86
127963648,男,26,2018/06/08,无,无,无,暂未提供,装修,薪资收入,暂未提供,8000-15000（含8000）,"1,669.00",1,3,3,0,0,装修,暂无,1000.00,0.00,1000.00,1089.93
127963650,男,27,2018/09/10,无,无,无,暂未提供,日常消费,经营收入,暂未提供,8000-15000（含8000）,"65,833.00",0,0,0,0,0,日常消费,暂无,0.00,0.00,0.00,0.00
127963652,男,36,2017/09/16,无,无,无,暂未提供,旅游,薪资收入,私营业主,2000-5000（含2000）,暂未提供,2,14,13,1,0,旅游,暂无,2986.00,135.61,2000.00,2472.39
127963653,男,21,2017/02/16,无,无,无,暂未提供,医疗,薪资收入,暂未提供,2000-5000（含2000）,暂未提供,2,13,12,1,0,医疗,暂无,1200.00,184.76,700.00,887.40
127963654,女,30,2017/07/17,无,无,无,暂未提供,医疗,经营收入,私营业主,2000-5000（含2000）,暂未提供,1,13,0,12,0,医疗,暂无,3000.00,0.00,3000.00,3718.80
127963656,男,21,2017/06/10,无,无,无,暂未提供,装修,薪资收入,暂未提供,2000-5000（含2000）,暂未提供,1,6,5,1,0,装修,暂无,4000.00,0.00,4000.00,4449.30
127963657,男,27,2016/07/21,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,暂未提供,8,50,26,21,0,日常消费,暂无,15989.00,0.00,3844.00,12693.28
127963658,女,23,2016/12/21,无,无,无,暂未提供,日常消费,薪资收入,私营业主,5000-8000（含5000）,暂未提供,12,82,81,1,0,日常消费,暂无,22729.00,5536.71,5000.00,9055.38
127963661,男,24,2016/12/02,专科,中原工学院,成人,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,暂未提供,7,32,17,10,0,日常消费,暂无,17700.00,0.00,5800.00,9937.38
127963663,男,20,2017/06/25,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,暂未提供,0,0,0,0,0,日常消费,暂无,0.00,0.00,0.00,0.00
127963665,女,35,2017/02/15,无,无,无,暂未提供,装修,经营收入,私营业主,5000-8000（含5000）,"6,007.00",3,21,10,10,0,装修,暂无,7687.00,0.00,5600.00,6986.91
127963667,男,32,2016/11/24,无,无,无,暂未提供,日常消费,经营收入,暂未提供,5000-8000（含5000）,暂未提供,4,24,10,14,0,日常消费,暂无,12075.00,0.00,5000.00,11056.02
127963668,男,23,2017/07/05,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,"7,900.00",2,16,15,1,0,日常消费,暂无,2280.00,0.00,1500.00,1854.24
127963670,男,19,2017/03/25,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,暂未提供,1,1,0,1,0,日常消费,暂无,500.00,0.00,500.00,660.64
127963671,男,24,2017/10/07,无,无,无,暂未提供,兼职创业,个人存款,暂未提供,5000-8000（含5000）,"10,368.00",1,2,2,0,0,兼职创业,暂无,9000.00,7079.48,9000.00,10619.22
127963672,男,47,2016/04/09,无,无,无,暂未提供,日常消费,经营收入,暂未提供,8000-15000（含8000）,暂未提供,1,13,10,2,0,日常消费,暂无,3500.00,0.00,3500.00,3164.49
127963674,女,20,2016/12/16,无,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,暂未提供,3,39,15,18,3,日常消费,暂无,6790.00,0.00,5000.00,5869.02
127963675,女,27,2016/07/24,无,无,无,暂未提供,日常消费,经营收入,暂未提供,15000及以上,"15,104.00",10,63,62,1,0,日常消费,暂无,33500.00,15671.23,10000.00,17013.89
127963676,男,33,2017/01/18,无,无,无,暂未提供,日常消费,经营收入,暂未提供,5000-8000（含5000）,暂未提供,14,57,50,7,0,日常消费,暂无,14183.00,0.00,1600.00,3941.46
127963677,男,32,2017/11/06,无,无,无,暂未提供,日常消费,经营收入,私营业主,8000-15000（含8000）,暂未提供,1,6,4,2,0,日常消费,暂无,2500.00,0.00,2500.00,2854.62
