ID,性别,性别2,年龄,注册时间,文化程度,文化程度2,毕业院校,学习形式,征信记录,借款用途,还款来源,工作信息,收入情况,收入情况2,网络借贷平台待还余额,成功借款次数,成功还款次数,正常还清次数,逾期（0-15天）还清次数,逾期（15天以上）还清次数,资金运用情况,其他事项,累计借款金额,待还金额,单笔最高借款金额,历史最高负债
127944646,男,1,35,2017/1/1,无,1,无,无,无逾期,日常消费,个人存款,暂未提供,8000-15000（含8000）,4,暂未提供,6,32,32,0,0,日常消费,暂无,19134,3646.64,6900,8756.94
127944648,男,1,40,2017/3/4,无,1,无,无,暂未提供,生产经营,薪资收入,暂未提供,2000-5000（含2000）,2,暂未提供,7,35,34,1,0,生产经营,暂无,18225,4766.25,6000,8698.78
127944649,男,1,32,2018/3/12,专科,2,山西建筑职业技术学院,普通,暂未提供,兼职创业,薪资收入,暂未提供,15000及以上,5,暂未提供,1,4,3,1,0,兼职创业,暂无,6500,5436.48,6500,8839.8
127944652,女,2,51,2018/1/16,无,1,无,无,暂未提供,兼职创业,经营收入,暂未提供,2000-5000（含2000）,2,暂未提供,1,7,7,0,0,兼职创业,暂无,1000,554,1000,1359.6
127944654,女,2,23,2017/11/8,专科,2,湖北科技职业学院,普通,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,3,"2,000.00",6,27,26,1,0,日常消费,暂无,9645,2896.85,4000,4582.58
127944655,女,2,28,2016/11/1,本科,3,深圳大学,成人,暂未提供,兼职创业,经营收入,私营业主,5000-8000（含5000）,3,"84,203.00",9,79,78,0,0,兼职创业,暂无,43939,8476.23,8000,21264.27
127944657,女,2,39,2017/5/7,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,3,"4,222.00",2,5,5,0,0,日常消费,暂无,3099,2679.73,2500,3399.82
127944658,女,2,27,2017/2/22,无,1,无,无,暂未提供,日常消费,个人存款,暂未提供,2000-5000（含2000）,2,"18,303.00",5,41,41,0,0,日常消费,暂无,12050,2751.14,3313,6615.62
127944660,男,1,25,2017/9/7,专科,2,湖北国土资源职业学院,普通,暂未提供,日常消费,薪资收入,暂未提供,8000-15000（含8000）,4,暂未提供,3,24,19,5,0,日常消费,暂无,8709,1672.5,5400,6459.36
127944661,男,1,26,2017/5/3,本科,3,内江师范学院,普通,暂未提供,装修,薪资收入,私营业主,8000-15000（含8000）,4,"55,973.00",16,101,88,10,0,装修,暂无,39361,13382.73,6000,16416.38
127944662,女,2,35,2016/2/6,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,7,42,39,3,0,日常消费,暂无,11450,832.34,3150,3875.94
127944663,男,1,22,2018/1/25,无,1,无,无,暂未提供,医疗,经营收入,私营业主,2000-5000（含2000）,2,暂未提供,1,12,12,0,0,医疗,暂无,1500,0,1500,2039.4
127944667,女,2,27,2016/12/9,本科,3,西北师范大学知行学院,普通,暂未提供,装修,经营收入,暂未提供,8000-15000（含8000）,4,"2,500.00",12,111,83,21,0,装修,暂无,58629,17122.55,10000,25611.56
127944670,男,1,22,2017/6/23,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,3,"11,658.00",5,4,2,2,0,日常消费,暂无,12999,13845.4,6799,15318.16
127944672,男,1,28,2016/4/3,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,8000-15000（含8000）,4,暂未提供,8,24,19,5,0,日常消费,暂无,11000,0,2500,4165.09
127944673,男,1,44,2016/2/29,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,1,3,3,0,0,日常消费,暂无,4500,0,4500,5500.5
127944674,男,1,21,2016/9/8,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,2,暂未提供,2,6,2,1,0,日常消费,暂无,1200,0,700,775.5
127944679,男,1,30,2018/1/12,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,2,暂未提供,1,7,5,2,0,日常消费,暂无,2500,1332.95,2500,3409.22
127944681,男,1,36,2015/11/25,无,1,无,无,暂未提供,日常消费,薪资收入,私营业主,5000-8000（含5000）,3,"73,718.00",6,27,27,0,0,日常消费,暂无,9797,2496.01,3500,4695.02
127944682,男,1,20,2016/6/4,无,1,无,无,暂未提供,日常消费,经营收入,暂未提供,2000-5000（含2000）,2,暂未提供,5,17,16,1,0,日常消费,暂无,3380,0,980,1903.4
127944683,男,1,23,2017/12/28,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,2,暂未提供,1,5,1,2,2,日常消费,暂无,1000,0,1000,1385.74
127944684,男,1,47,2016/10/24,无,1,无,无,暂未提供,医疗,薪资收入,私营业主,8000-15000（含8000）,4,"96,095.00",8,49,46,3,0,医疗,暂无,61674,16274.44,17559,31746.52
127944685,男,1,30,2017/10/1,无,1,无,无,暂未提供,装修,薪资收入,暂未提供,5000-8000（含5000）,3,"36,638.00",2,7,7,0,0,装修,暂无,10700,8690.06,5700,12535.79
127944688,男,1,34,2015/12/3,无,1,无,无,暂未提供,日常消费,个人存款,私营业主,15000及以上,5,暂未提供,14,116,115,0,0,日常消费,暂无,48001,11617.58,12500,15079.74
127944689,男,1,32,2014/12/24,专科,2,武汉警官职业学院,普通,暂未提供,日常消费,薪资收入,暂未提供,8000-15000（含8000）,4,暂未提供,5,30,27,3,0,日常消费,暂无,34809,4249.44,10000,26064.48
127944690,女,2,43,2017/9/7,无,1,无,无,暂未提供,日常消费,经营收入,私营业主,2000-5000（含2000）,2,暂未提供,3,13,8,5,0,日常消费,暂无,6147,1783.12,3100,3696.18
127944691,女,2,28,2017/12/9,本科,3,重庆大学,网络教育,有逾期,信用卡,日常消费,个人存款,5000-8000（含5000）,3,"184,805.00",6,32,32,0,0,日常消费,暂无,15484,4590.44,6000,9345.81
127944693,女,2,31,2018/9/7,无,1,无,无,暂未提供,装修,无收入来源,暂未提供,2000-5000（含2000）,2,暂未提供,0,0,0,0,0,装修,暂无,0,0,0,0
127944694,女,2,28,2018/5/8,无,1,无,无,暂未提供,日常消费,经营收入,暂未提供,2000-5000（含2000）,2,暂未提供,1,4,2,2,0,日常消费,暂无,4100,3565.84,4100,5575.9
127944695,男,1,26,2017/2/28,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,1,6,5,1,0,日常消费,暂无,3000,0,3000,3666.96
127944696,男,1,37,2016/10/31,无,1,无,无,暂未提供,旅游,薪资收入,私营业主,8000-15000（含8000）,4,暂未提供,7,36,36,0,0,旅游,暂无,10979,0,2946,7116.5
127944698,男,1,21,2016/4/15,无,1,无,无,暂未提供,日常消费,薪资收入,私营业主,2000-5000（含2000）,2,暂未提供,4,20,19,1,0,日常消费,暂无,2825,422.76,800,1011.74
127944701,女,2,33,2016/4/1,本科,3,黑龙江中医药大学,成人,暂未提供,装修,薪资收入,暂未提供,15000及以上,5,暂未提供,10,81,81,0,0,装修,暂无,48086,6618.8,10000,18201.18
127944702,男,1,42,2018/5/2,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,2,暂未提供,1,2,2,0,0,日常消费,暂无,4100,3225.04,4100,4837.56
127944704,男,1,25,2017/11/5,本科,3,湖北工程学院,普通,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,3,17,17,0,0,日常消费,暂无,9740,3163.01,5500,6555.24
127944708,男,1,55,2017/2/14,无,1,无,无,暂未提供,日常消费,经营收入,私营业主,15000及以上,5,"104,754.00",4,27,24,3,0,日常消费,暂无,15066,4018.53,4900,8083.02
127944709,女,2,26,2017/10/17,无,1,无,无,暂未提供,日常消费,经营收入,私营业主,暂未提供,0,暂未提供,0,0,0,0,0,日常消费,暂无,0,0,0,0
127944710,男,1,44,2017/3/19,无,1,无,无,暂未提供,日常消费,经营收入,私营业主,5000-8000（含5000）,3,"12,624.00",12,90,90,0,0,日常消费,暂无,27448,3764.15,4900,11466.34
127944711,男,1,31,2015/6/29,无,1,无,无,有逾期,信用卡,日常消费,薪资收入,5000-8000（含5000）,3,"40,004.00",11,54,49,4,0,日常消费,暂无,52638,0,12000,22662.4
127944712,男,1,29,2015/6/1,无,1,无,无,暂未提供,日常消费,薪资收入,私营业主,8000-15000（含8000）,4,"25,140.00",3,16,16,0,0,日常消费,暂无,21402,3853.4,9500,10852.14
127944713,男,1,27,2017/2/26,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,8000-15000（含8000）,4,暂未提供,1,2,2,0,0,日常消费,暂无,3200,1162.65,3200,3487.95
127944715,男,1,22,2017/5/3,无,1,无,无,暂未提供,生产经营,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,3,14,14,0,0,生产经营,暂无,6403,357.87,2750,3243.33
127944718,女,2,43,2016/7/12,无,1,无,无,暂未提供,日常消费,薪资收入,私营业主,2000-5000（含2000）,2,"66,281.00",1,12,11,1,0,日常消费,暂无,2100,0,2100,2469.96
127944719,男,1,35,2018/4/7,无,1,无,无,暂未提供,日常消费,薪资收入,私营业主,5000-8000（含5000）,3,"94,649.00",3,23,23,0,0,日常消费,暂无,3000,0,1000,1359.6
127944720,男,1,26,2015/6/17,无,1,无,无,暂未提供,旅游,薪资收入,私营业主,5000-8000（含5000）,3,暂未提供,0,0,0,0,0,旅游,暂无,0,0,0,0
127944721,女,2,26,2016/6/16,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,2,暂未提供,6,15,9,4,0,日常消费,暂无,5820,0,1400,2677.39
127944722,男,1,26,2017/3/29,无,1,无,无,暂未提供,日常消费,经营收入,私营业主,8000-15000（含8000）,4,暂未提供,0,0,0,0,0,日常消费,暂无,0,0,0,0
127944723,女,2,19,2018/3/3,无,1,无,无,暂未提供,日常消费,薪资收入,私营业主,5000-8000（含5000）,3,暂未提供,1,3,3,0,0,日常消费,暂无,4000,4079.88,4000,5439.84
127944725,男,1,30,2017/10/13,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,8000-15000（含8000）,4,暂未提供,1,2,2,0,0,日常消费,暂无,6000,4757.48,6000,7079.76
127944726,男,1,37,2016/11/27,无,1,无,无,暂未提供,日常消费,经营收入,私营业主,15000及以上,5,暂未提供,5,36,25,11,0,日常消费,暂无,8394,0,2500,4520.3
127944727,女,2,21,2017/7/2,无,1,无,无,暂未提供,日常消费,薪资收入,私营业主,2000-5000（含2000）,2,"1,900.00",2,10,10,0,0,日常消费,暂无,1200,0,700,949.92
127944728,男,1,39,2017/3/13,无,1,无,无,有逾期,信用卡,日常消费,经营收入,5000-8000（含5000）,3,"16,490.00",5,22,22,0,0,日常消费,暂无,17000,5816.64,7600,9478.05
127944729,女,2,39,2016/1/8,无,1,无,无,暂未提供,装修,经营收入,暂未提供,2000-5000（含2000）,2,"5,218.00",4,12,9,3,0,装修,暂无,8907,1717.63,2500,4084.61
127944731,男,1,31,2016/7/13,无,1,无,无,暂未提供,日常消费,薪资收入,私营业主,5000-8000（含5000）,3,暂未提供,3,36,25,10,1,日常消费,暂无,5065,0,3000,4831.48
127944732,男,1,26,2017/2/16,无,1,无,无,暂未提供,生产经营,经营收入,私营业主,8000-15000（含8000）,4,暂未提供,3,25,25,0,0,生产经营,暂无,19341,1384.58,11000,13597.92
127944733,男,1,39,2016/7/14,专科,2,河南工业大学,成人,有逾期,信用卡，其他贷款,日常消费,薪资收入,5000-8000（含5000）,3,暂未提供,9,48,27,20,0,日常消费,暂无,19217,3292.98,6000,8633.75
127944738,男,1,49,2016/2/25,无,1,无,无,暂未提供,装修,个人存款,私营业主,8000-15000（含8000）,4,暂未提供,5,23,22,1,0,装修,暂无,22471.93,7019.11,10500,12313.2
127944740,男,1,28,2018/3/11,无,1,无,无,无逾期,日常消费,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,1,6,6,0,0,日常消费,暂无,2000,1254.72,2000,2719.44
127944741,男,1,19,2018/7/4,无,1,无,无,暂未提供,兼职创业,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,0,0,0,0,0,兼职创业,暂无,0,0,0,0
127944744,男,1,22,2017/5/3,无,1,无,无,暂未提供,医疗,投资收入,暂未提供,5000-8000（含5000）,3,"4,941.00",6,25,17,8,0,医疗,暂无,12051,2990.97,5000,6093.7
127944746,男,1,23,2018/5/13,专科,2,中央广播电视大学,成人,暂未提供,医疗,薪资收入,暂未提供,2000-5000（含2000）,2,暂未提供,1,3,3,0,0,医疗,暂无,2500,2509.36,2500,3399.78
127944747,男,1,45,2017/8/20,无,1,无,无,暂未提供,日常消费,经营收入,私营业主,15000及以上,5,暂未提供,3,10,9,1,0,日常消费,暂无,7156,0,3700,5133.21
127944750,男,1,22,2017/3/4,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,2,暂未提供,5,26,23,3,0,日常消费,暂无,5800,1575.81,2500,3751.2
127944751,女,2,26,2016/10/11,专科（高职）,2,天津艺术职业学院,普通,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,14,68,67,1,0,日常消费,暂无,31055,0,4300,6135.6
127944752,男,1,35,2016/8/30,无,1,无,无,暂未提供,装修,薪资收入,暂未提供,2000-5000（含2000）,2,暂未提供,6,45,45,0,0,装修,暂无,36985,9520.44,11500,16737.39
127944753,女,2,34,2018/6/19,无,1,无,无,暂未提供,旅游,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,0,0,0,0,0,旅游,暂无,0,0,0,0
127944754,男,1,24,2016/11/29,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,17,73,68,5,0,日常消费,暂无,22562,2644.3,4000,10475.46
127944756,男,1,34,2016/6/11,无,1,无,无,暂未提供,旅游,薪资收入,暂未提供,8000-15000（含8000）,4,"141,120.00",12,101,101,0,0,旅游,暂无,38900,10194.32,5028,16778.97
127944757,男,1,32,2017/1/24,无,1,无,无,暂未提供,旅游,经营收入,私营业主,5000-8000（含5000）,3,"58,864.00",15,88,65,23,0,旅游,暂无,21756,2440.31,4900,7089.28
127944759,男,1,21,2016/10/7,无,1,无,无,暂未提供,日常消费,薪资收入,私营业主,5000-8000（含5000）,3,暂未提供,1,6,6,0,0,日常消费,暂无,4000,0,4000,4771.62
127944763,女,2,30,2016/8/1,无,1,无,无,暂未提供,装修,个人存款,私营业主,15000及以上,5,暂未提供,23,131,131,0,0,装修,暂无,91927,11110.21,12600,22838.37
127944765,男,1,43,2015/9/24,无,1,无,无,暂未提供,日常消费,个人存款,私营业主,5000-8000（含5000）,3,暂未提供,9,73,67,3,0,日常消费,暂无,46188,7401.66,24238,38061.56
127944767,男,1,31,2016/6/1,本科,3,湖南科技大学,普通,暂未提供,装修,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,3,15,13,2,0,装修,暂无,5584,0,3000,3309.66
127944768,男,1,33,2018/1/9,无,1,无,无,暂未提供,旅游,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,1,8,6,2,0,旅游,暂无,2500,1087.2,2500,3399.1
127944771,女,2,36,2017/2/26,无,1,无,无,暂未提供,装修,经营收入,私营业主,5000-8000（含5000）,3,暂未提供,4,24,21,3,0,装修,暂无,8511,0,2865,5271.32
127944774,男,1,44,2016/11/30,无,1,无,无,暂未提供,日常消费,经营收入,私营业主,8000-15000（含8000）,4,暂未提供,5,33,29,4,0,日常消费,暂无,17703,0,5971,10118.85
127944775,男,1,28,2017/6/11,专科,2,南阳理工学院,成人,暂未提供,生产经营,经营收入,私营业主,5000-8000（含5000）,3,暂未提供,1,12,6,6,0,生产经营,暂无,3000,0,3000,3549.02
127944776,男,1,27,2017/6/19,本科,3,西南交通大学,网络教育,暂未提供,旅游,薪资收入,暂未提供,5000-8000（含5000）,3,"39,528.00",0,0,0,0,0,旅游,暂无,0,0,0,0
127944778,女,2,27,2018/9/11,无,1,无,无,无逾期,日常消费,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,0,0,0,0,0,日常消费,暂无,0,0,0,0
127944780,男,1,32,2018/5/23,专科,2,绵阳师范学院,成人,暂未提供,日常消费,个人存款,暂未提供,5000-8000（含5000）,3,"93,104.00",1,3,1,2,0,日常消费,暂无,2500,1474.92,2500,2949.84
127944781,男,1,34,2015/1/1,无,1,无,无,暂未提供,装修,经营收入,私营业主,15000及以上,5,暂未提供,4,21,3,16,0,装修,暂无,15224,0,6000,6354.78
127944782,男,1,25,2017/7/21,专科,2,中国石油大学(北京),网络教育,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,1,3,3,0,0,日常消费,暂无,1500,0,1500,1854.24
127944783,男,1,26,2016/7/28,本科,3,南京林业大学,自考,暂未提供,日常消费,薪资收入,暂未提供,8000-15000（含8000）,4,"77,050.00",15,102,95,6,0,日常消费,暂无,47654,4152.36,22646,32206.39
127944784,女,2,29,2016/7/10,专科,2,江苏联合职业技术学院,普通,有逾期,信用卡,生产经营,经营收入,8000-15000（含8000）,4,暂未提供,0,0,0,0,0,生产经营,暂无,0,0,0,0
127944785,男,1,25,2016/8/7,无,1,无,无,暂未提供,旅游,薪资收入,私营业主,2000-5000（含2000）,2,暂未提供,5,37,16,15,0,旅游,暂无,16257,4677.29,7500,9112.31
127944786,男,1,28,2017/4/5,无,1,无,无,暂未提供,日常消费,个人存款,私营业主,15000及以上,5,"10,586.00",4,29,22,7,0,日常消费,暂无,6205,916.06,2500,4621.98
127944787,女,2,24,2016/8/12,本科,3,西南大学,普通,暂未提供,医疗,薪资收入,暂未提供,2000-5000（含2000）,2,暂未提供,12,84,83,1,0,医疗,暂无,42608,8484.47,10226,18048.98
127944788,女,2,25,2016/11/14,专科,2,石家庄职业技术学院,普通,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,2,"10,300.00",2,18,15,3,0,日常消费,暂无,12000,0,9000,12361.34
127944791,男,1,32,2017/6/26,无,1,无,无,暂未提供,日常消费,投资收入,暂未提供,5000-8000（含5000）,3,"1,666.00",3,20,19,1,0,日常消费,暂无,3357,1022.88,1500,2153.6
127944793,男,1,32,2015/8/5,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,2,11,9,2,0,日常消费,暂无,5400,0,2700,3582.48
127944798,男,1,31,2015/4/9,无,1,无,无,暂未提供,医疗,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,1,7,7,0,0,医疗,暂无,1800,1425.49,1800,2350.62
127944799,女,2,28,2016/9/25,无,1,无,无,暂未提供,日常消费,经营收入,私营业主,5000-8000（含5000）,3,"15,953.00",1,4,2,2,0,日常消费,暂无,9200,7844.16,9200,12529.71
127944800,男,1,27,2017/12/5,无,1,无,无,暂未提供,日常消费,个人存款,私营业主,5000-8000（含5000）,3,暂未提供,1,8,8,0,0,日常消费,暂无,4000,1672.92,4000,5438.76
127944801,男,1,27,2014/7/26,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,2,暂未提供,3,16,15,1,0,日常消费,暂无,7000,0,5000,5930.88
127944803,男,1,19,2018/7/4,专科,2,湖南民族职业学院,普通,暂未提供,日常消费,投资收入,暂未提供,2000-5000（含2000）,2,"11,568.00",1,2,2,0,0,日常消费,暂无,1750,1376.6,1750,2064.9
127944805,男,1,23,2016/8/4,无,1,无,无,暂未提供,医疗,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,1,14,0,6,6,医疗,暂无,2000,0,2000,2393.13
127944807,女,2,35,2016/11/23,无,1,无,无,暂未提供,日常消费,经营收入,私营业主,8000-15000（含8000）,4,"7,439.00",4,16,16,0,0,日常消费,暂无,8800,1070.62,4400,5189.22
127944808,男,1,30,2017/6/2,专科,2,长江师范学院,普通,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,3,30,30,0,0,日常消费,暂无,12400,0,5200,10988.64
127944810,男,1,25,2018/3/29,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,3,"40,476.00",0,0,0,0,0,日常消费,暂无,0,0,0,0
127944811,女,2,24,2015/4/21,无,1,无,无,暂未提供,医疗,投资收入,暂未提供,5000-8000（含5000）,3,暂未提供,5,19,19,0,0,医疗,暂无,27226,5589.38,10000,11831.3
127944815,男,1,33,2017/8/10,无,1,无,无,暂未提供,旅游,经营收入,私营业主,5000-8000（含5000）,3,暂未提供,7,43,42,1,0,旅游,暂无,11378,2083.02,4600,5547.66
127944819,女,2,23,2017/3/26,专科,2,中国地质大学(北京),网络教育,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,2,"54,542.00",10,74,54,20,0,日常消费,暂无,22470,3110.49,4500,11052.14
127944820,女,2,29,2016/1/12,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,2,暂未提供,7,18,5,7,0,日常消费,暂无,3670,0,1000,2870.51
127944821,男,1,40,2016/7/5,无,1,无,无,有逾期,信用卡，其他贷款,日常消费,薪资收入,5000-8000（含5000）,3,暂未提供,6,56,50,6,0,日常消费,暂无,10624,0,4250,8006.7
127944822,男,1,25,2014/9/22,无,1,无,无,暂未提供,日常消费,个人存款,暂未提供,8000-15000（含8000）,4,"17,330.00",17,142,141,1,0,日常消费,暂无,53915,11420.43,12000,17391.84
127944825,男,1,25,2017/5/6,无,1,无,无,暂未提供,日常消费,投资收入,暂未提供,2000-5000（含2000）,2,暂未提供,3,15,11,4,0,日常消费,暂无,9500,0,7000,9613.28
127944826,男,1,42,2016/3/20,无,1,无,无,有逾期,信用卡,兼职创业,经营收入,5000-8000（含5000）,3,暂未提供,15,79,39,39,0,兼职创业,暂无,24303,0,3500,5806.29
127944828,男,1,27,2017/4/4,专科(高职),2,浙江交通职业技术学院,普通,有逾期,信用卡,日常消费,经营收入,8000-15000（含8000）,4,暂未提供,4,14,14,0,0,日常消费,暂无,43237,8472.05,14000,16254.48
127944829,男,1,37,2018/8/3,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,8000-15000（含8000）,4,暂未提供,0,0,0,0,0,日常消费,暂无,0,0,0,0
127944833,男,1,29,2016/1/9,无,1,无,无,暂未提供,日常消费,薪资收入,私营业主,2000-5000（含2000）,2,暂未提供,1,3,3,0,0,日常消费,暂无,1000,0,1000,1213.38
127944834,男,1,20,2017/5/3,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,3,"7,907.00",1,7,6,1,0,日常消费,暂无,1000,553.75,1000,1359.9
127944836,男,1,42,2018/8/12,无,1,无,无,暂未提供,生产经营,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,1,0,0,0,0,生产经营,暂无,5000,5899.74,5000,5899.74
127944842,女,2,27,2017/2/8,无,1,无,无,暂未提供,兼职创业,经营收入,暂未提供,5000-8000（含5000）,3,暂未提供,7,47,44,3,0,兼职创业,暂无,21283,5303.14,6000,10024.29
127944844,男,1,25,2016/5/31,无,1,无,无,暂未提供,旅游,薪资收入,暂未提供,8000-15000（含8000）,4,暂未提供,3,3,3,0,0,旅游,暂无,3015,0,1015,1017.42
127944847,女,2,35,2018/6/30,无,1,无,无,暂未提供,日常消费,薪资收入,私营业主,5000-8000（含5000）,3,暂未提供,1,2,2,0,0,日常消费,暂无,1000,0,1000,1089.93
127944850,男,1,18,2018/6/10,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,2,7,7,0,0,日常消费,暂无,1000,0,500,589.95
127944857,男,1,22,2017/6/18,无,1,无,无,暂未提供,日常消费,薪资收入,私营业主,5000-8000（含5000）,3,暂未提供,1,6,6,0,0,日常消费,暂无,4000,0,4000,4447.44
127944859,女,2,27,2018/6/3,专科,2,济宁职业技术学院,普通,暂未提供,旅游,薪资收入,暂未提供,15000及以上,5,"1,667.00",1,3,1,2,0,旅游,暂无,10000,10195.59,10000,12470.05
127944860,女,2,41,2018/9/10,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,15000及以上,5,暂未提供,0,0,0,0,0,日常消费,暂无,0,0,0,0
127944861,男,1,23,2018/4/3,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,1,5,5,0,0,日常消费,暂无,1500,1119.79,1500,2039.64
127944862,男,1,22,2016/5/1,无,1,无,无,暂未提供,旅游,薪资收入,暂未提供,2000-5000（含2000）,2,暂未提供,4,18,12,0,0,旅游,暂无,2150,0,700,1509.14
127944864,女,2,28,2016/10/15,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,2000-5000（含2000）,2,暂未提供,1,6,3,3,0,日常消费,暂无,1000,0,1000,1200.3
127944865,男,1,25,2017/7/13,无,1,无,无,暂未提供,医疗,薪资收入,暂未提供,2000-5000（含2000）,2,495,3,21,21,0,0,医疗,暂无,4600,1500,1800,3211.48
127944866,男,1,33,2016/12/28,无,1,无,无,暂未提供,日常消费,经营收入,私营业主,8000-15000（含8000）,4,"4,991.00",13,82,62,20,0,日常消费,暂无,20947,6461.06,3158,8153.94
127944867,男,1,22,2017/10/24,无,1,无,无,暂未提供,旅游,经营收入,暂未提供,15000及以上,5,778,1,2,0,2,0,旅游,暂无,2000,1573.16,2000,2384.96
127944868,女,2,28,2017/9/18,无,1,无,无,暂未提供,装修,薪资收入,暂未提供,2000-5000（含2000）,2,暂未提供,2,8,7,1,0,装修,暂无,2700,634.2,1500,1757.61
127944870,女,2,30,2017/9/20,无,1,无,无,暂未提供,日常消费,经营收入,私营业主,8000-15000（含8000）,4,"6,495.00",0,0,0,0,0,日常消费,暂无,0,0,0,0
127944873,男,1,27,2015/11/19,无,1,无,无,暂未提供,医疗,薪资收入,暂未提供,2000-5000（含2000）,2,暂未提供,0,0,0,0,0,医疗,暂无,0,0,0,0
127944874,男,1,32,2018/3/14,无,1,无,无,暂未提供,装修,个人存款,暂未提供,2000-5000（含2000）,2,暂未提供,1,5,5,0,0,装修,暂无,1600,0,1600,2175.28
127944876,男,1,19,2017/5/16,无,1,无,无,暂未提供,日常消费,薪资收入,公务员,5000-8000（含5000）,3,"4,191.00",0,0,0,0,0,日常消费,暂无,0,0,0,0
127944877,男,1,34,2016/8/24,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,13,132,132,0,0,日常消费,暂无,38333,1593.26,6556,17007.27
127944879,女,2,29,2016/11/23,无,1,无,无,暂未提供,旅游,薪资收入,暂未提供,5000-8000（含5000）,3,"28,437.00",19,110,104,6,0,旅游,暂无,42288,3753.39,4257,11714.12
127944880,男,1,36,2018/1/1,专科,2,中央广播电视大学,成人,暂未提供,日常消费,薪资收入,暂未提供,15000及以上,5,暂未提供,4,19,19,0,0,日常消费,暂无,4510,2264.65,2500,4078.27
127944881,男,1,34,2016/10/26,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,8,74,71,3,0,日常消费,暂无,14062,0,3244,8696.19
127944885,男,1,24,2017/5/22,无,1,无,无,暂未提供,旅游,个人存款,暂未提供,2000-5000（含2000）,2,暂未提供,3,20,20,0,0,旅游,暂无,6921,2250.01,4500,5604.96
127944887,男,1,27,2017/4/9,专科(高职),2,杭州万向职业技术学院,普通,暂未提供,日常消费,经营收入,私营业主,8000-15000（含8000）,4,"13,892.00",7,36,32,3,0,日常消费,暂无,20992,9134.11,10200,12952.77
127944888,男,1,28,2017/8/1,无,1,无,无,暂未提供,日常消费,薪资收入,暂未提供,5000-8000（含5000）,3,暂未提供,6,17,17,0,0,日常消费,暂无,7212,1947.16,2200,2968.48
